find_name	find_taxid	find_taxrank
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycobacterium tuberculosis	1773	species
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycobacterium sp.	1785	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycobacteroides abscessus	36809	species
Mycolicibacterium phlei	1771	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium	1866885	genus
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium phlei	1771	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycobacterium avium	1764	species
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycobacterium sp.	1785	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycobacterium tuberculosis	1773	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium	1866885	genus
Mycolicibacterium	1866885	genus
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycobacterium sp.	1785	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycobacterium sp.	1785	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycobacterium sp.	1785	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
