Mycobacterium smegmatis mc2 155
Mycobacterium smegamtis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegamtis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegamtis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis str. MC2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegamatis mc2 155
Mycobacterium smegamtis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegamtis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegamtis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegamtis mc2 155
Mycobacterium smegmatis mc2 155
mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Mycobacterium smegmatis mc2 155
Oenococcus oeni Sarco S13
Paenibacillus larvae ATCC 9545
Paenibacillus larvae ATCC 9545
Paenibacillus larvae ATCC 9545
Paenibacillus larvae ATCC 9545
Pectobacterium atrosepticum SCRI1043
Pectobacterium atrosepticum SCRI1043
Pectobacterium carotovorum subsp. carotovorum PB69
Pectobacterium atrosepticum PB72
Candidatus Pelagibacter ubique HTCC1062
Candidatus Pelagibacter ubique HTCC1062
Candidatus Pelagibacter ubique HTCC1062
Candidatus Pelagibacter ubique HTCC1062
Prochlorococcus MED4
Prochlorococcus MED4
Prochlorococcus marinus MED4
Prochlorococcus sp. MED4
Prochlorococcus sp. MED4
Prochlorococcus sp. NATL1A
Prochlorococcus marinus NATL2A
Prochlorococcus sp. NATL2A
Prochlorococcus sp. NATL1A
Prochlorococcus marinus NATL2A
Prochlorococcus marinus MIT9312
Prochlorococcus sp. MIT9515
Synechococcus sp. WH8101
Synechococcus sp. WH7803
Propionibacterium acnes ATCC 6919
Propionibacterium acnes ATCC 6919
Propionibacterium acnes ATCC 6919
Propionibacterium acnes ATCC 6919
Propionibacterium acnes ATCC 6919
Propionibacterium acnes ATCC 6919
Propionibacterium acnes ATCC 6919
Propionibacterium acnes ATCC 6919
Propionibacterium acnes ATCC 6919
Propionibacterium acnes A1-14
Propionibacterium acnes ATCC 6919
Propionibacterium acnes ATCC 6919
Propionibacterium acnes ATCC 6919
Propionibacterium acnes ATCC 6919
Propionibacterium acnes ATCC 6919
Propionibacterium acnes ATCC 6919
Propionibacterium acnes ATCC 6919
Providencia stuartii isolate MRSN 2154
Pseudoalteromonas sp. H105
Pseudoalteromonas marina mano4
Pseudomonas aeruginosa PAO1 (ATCC 15692)
Pseudomonas aeruginosa PAK
Pseudomonas aeruginosa PAK
Pseudomonas syringae pv. avii
Pseudomonas fluorescens SBW25
Pseudomonas tolaasii NCPPB 2192
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa PAK
Pseudomonas aeruginosa PAK
Pseudomonas aeruginosa PAK
Pseudomonas aeruginosa PAK
Pseudomonas aeruginosa PAK
Pseudomonas fluorescens SBW25
Pseudomonas aeruginosa WH-SGI-V-07173
Pseudomonas aeruginosa WH-SGI-V-07174
Pseudomonas syringae pv. actinidiae ICMP 18800
Pseudomonas syringae pv. avii
Pseudomonas aeruginosa PA25
Pseudomonas aeruginosa PA32
Pseudomonas aeruginosa PA31
Pseudomonas aeruginosa PA21
Pseudomonas syringae pv. porri LMG 28495
Pseudomonas syringae pv. porri LMG 28495
Pseudomonas aeruginosa UCBPP-PA14
Candidatus Puniceispirillum marinum IMCC1322
Rhizobium radiobacter P007
Rhizobium radiobacter P007
Rhizobium leguminosarum biovar viciae VF39
Rhizobium leguminosarum biovar viciae 3841
Rhodobacter capsulatus YW1
Rhodobacter capsulatus YW1
Rhodobacter capsulatus YW1
Rhodobacter capsulatus YW1
Rhodoferax sp. IMCC26218
Rhodovulum sp. P5
Ruegeria pomeroyi DSS-3
Salinibacter ruber M1
Salinibacter ruber M31
Salinibacter ruber M8
Salinibacter ruber M8
Salinibacter ruber M8
Salmonella Typhimurium ATCC 14028
Serratia sp. ATCC 39006
Shigella sonnei 75/02
Shigella boydii ATCC 35966
Shigella flexneri ATCC 12022
Shigella flexneri ATCC 12022
Ruegeria pomeroyi DSS-3
Sodalis glossinidius str. 'morsitans'
Sphingobium sp. IP1
Staphylococcus aureus XN108
Staphylococcus aureus ATCC 29213
Staphylococcus aureus RN4220
Staphylococcus epidermidis 36-1
Staphylococcus epidermidis 36-1
Staphylococcus aureus subsp. aureus NCTC 8325
Staphylococcus aureus subsp. aureus NCTC 8325
Staphylococcus aureus subsp. aureus NCTC 8325
Streptococcus pneumoniae isolate DCC1738
Streptococcus pneumoniae isolate 9908+13028
Streptococcus pneumoniae BHN167
Streptococcus pneumoniae D39
Streptomyces venezuelae ATCC 10712
Streptomyces venezuelae ATCC 10712
Streptomyces venezuelae ATCC 10712
Streptomyces avermitilis ATCC 31267
Streptomyces coelicolor A3(2)
Sulfitobacter sp. EE-36
Sulfitobacter sp. CB2047
Sulfitobacter sp. CB2047
Sulfitobacter sp. CB2047
Sulfitobacter sp. CB2047
Synechococcus sp. WH7803
Synechococcus sp. WH7803
Synechococcus sp. WH7803
Synechococcus sp. CB0101
Synechococcus sp. CB0101
Synechococcus sp. CB0101
Synechococcus sp. WH7803
Synechococcus sp. CB0101
Synechococcus sp. WH7803
Synechococcus sp. WH7803
Synechococcus sp. SynWH7803
Synechococcus sp. WH7803
Synechococcus sp. WH7803
Synechococcus sp. WH8101
Synechococcus sp. WH7803
Synechococcus sp. WH8102
Synechococcus sp. WH7803
Synechococcus sp. WH8102
Synechococcus sp. WH8109
Synechococcus sp. WH8109
Synechococcus sp. WH7805
Synechococcus sp. WH 8109
Thermus thermophilus HB27
Vibrio harveyi BAA-1116
Vibrio parahaemolyticus ATCC 17802
Vibrio sp. SWAT-3
Vibrio harveyi BAA-1116
Vibrio alginolyticus ATCC 17749
Yersinia enterocolitica (type O:3)
Yersinia enterocolitica 6471/76-c serotype O:3
Bacillus weihenstephanensis MG1
Escherichia coli HS
Synechococcus sp. WH 8109
Synechococcus sp. WH 7803
Synechococcus sp. WH 7803
Synechococcus sp. WH 7803
Synechococcus sp. WH 8109
Candidatus Liberibacter asiaticus str. psy62
Synechococcus sp. WH 7803
Synechococcus sp. WH 8102
Synechococcus sp. WH 7803
Cellulophaga baltica 13
Cellulophaga baltica 18
Cellulophaga baltica 18
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Dinoroseobacter shibae DFL 12 = DSM 16493
Mycolicibacterium smegmatis MC2 155
Sulfolobus sp. A20
Nitratiruptor sp. SB155-2
Sulfolobus islandicus LAL14/1
Escherichia coli RS218
Burkholderia pseudomallei 9
Bacillus cereus ATCC 4342
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Nitrososphaera viennensis EN76
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Burkholderia pseudomallei K96243
Burkholderia pseudomallei K96243
Burkholderia pseudomallei K96243
Burkholderia pseudomallei K96243
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Prochlorococcus marinus str. NATL2A
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Acidithiobacillus caldus ATCC 51756
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Escherichia coli C
Streptococcus suis 89/1591
Streptococcus suis D12
Streptococcus suis SS12
Streptococcus suis ST1
Bacillus cereus BGSC 6E1
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Cellulophaga baltica NN016038
Alteromonas macleodii str. 'Balearic Sea AD45'
Alteromonas macleodii str. 'Balearic Sea AD45'
Alteromonas macleodii str. 'Balearic Sea AD45'
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Leptospira alstonii serovar Pingchang str. 80-412
Leptospira noguchii serovar Panama str. CZ214
Leptospira kmetyi serovar Malaysia str. Bejo-Iso9
Leptospira broomii serovar Hurstbridge str. 5399
Leptospira inadai serovar Lyme str. 10
Synechococcus sp. WH 7803
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Campylobacter jejuni subsp. jejuni 00-2425
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
Mycolicibacterium smegmatis MC2 155
