virus_id	host_num	kingdom	phylum	class	order	family	genus	species
NC_002668.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_002671.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_002666.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_002669.1	3	100.0	100.0	100.0	100.0	100.0	100.0	66.67
NC_004746.1	7	100.0	100.0	100.0	100.0	100.0	100.0	57.14
NC_056724.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_002796.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_002703.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_002747.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
DQ394808.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_004066.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
DQ394806.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
DQ838728.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_002670.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031064.1	6	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_049809.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
DQ394807.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
DQ394809.1	6	100.0	100.0	100.0	100.0	100.0	100.0	66.67
NC_005822.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_031040.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_004302.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_049481.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031013.1	6	100.0	100.0	100.0	100.0	100.0	100.0	66.67
NC_031017.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_049488.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055050.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049398.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049482.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049351.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049487.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049354.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_013154.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_013153.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049369.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049474.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049811.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_049420.1	3	100.0	100.0	100.0	100.0	100.0	100.0	66.67
NC_049421.1	3	100.0	100.0	100.0	100.0	100.0	100.0	66.67
NC_049416.1	3	100.0	100.0	100.0	100.0	100.0	100.0	66.67
NC_049409.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_021861.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_049812.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_049418.1	3	100.0	100.0	100.0	100.0	100.0	100.0	66.67
NC_049424.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049422.1	3	100.0	100.0	100.0	100.0	100.0	100.0	66.67
NC_049419.1	3	100.0	100.0	100.0	100.0	100.0	100.0	66.67
NC_049400.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049423.1	3	100.0	100.0	100.0	100.0	100.0	100.0	66.67
NC_049358.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049412.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_001909.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049403.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049366.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049365.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049446.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049434.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031016.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_027341.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_023574.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_003356.1	6	100.0	100.0	100.0	100.0	100.0	66.67	66.67
NC_028696.2	12	100.0	100.0	100.0	100.0	91.67	41.67	41.67
NC_005344.1	17	100.0	100.0	100.0	100.0	94.12	47.06	47.06
AF547987.1	17	100.0	100.0	100.0	100.0	94.12	47.06	47.06
NC_021857.1	13	100.0	100.0	100.0	100.0	92.31	30.77	30.77
NC_000929.1	5	100.0	100.0	100.0	100.0	100.0	40.0	40.0
NC_027382.1	5	100.0	100.0	100.0	100.0	100.0	40.0	40.0
NC_013594.1	5	100.0	100.0	100.0	100.0	100.0	40.0	40.0
NC_022749.1	18	100.0	100.0	100.0	100.0	100.0	50.0	50.0
NC_027398.1	14	100.0	100.0	100.0	100.0	100.0	57.14	57.14
NC_019706.1	13	100.0	100.0	100.0	100.0	100.0	61.54	61.54
NC_013059.1	12	100.0	100.0	100.0	100.0	100.0	41.67	41.67
NC_011976.1	12	100.0	100.0	100.0	100.0	100.0	41.67	41.67
NC_006949.1	8	100.0	100.0	100.0	100.0	100.0	62.5	62.5
NC_002167.1	18	100.0	100.0	100.0	100.0	100.0	61.11	61.11
NC_019768.1	18	100.0	100.0	100.0	100.0	100.0	55.56	55.56
NC_026014.1	7	100.0	100.0	100.0	100.0	100.0	57.14	57.14
NC_010393.1	20	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_010392.1	19	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_010463.1	21	100.0	100.0	100.0	100.0	95.24	66.67	66.67
NC_010391.1	19	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_047753.1	18	100.0	100.0	100.0	100.0	94.44	72.22	72.22
NC_019488.1	19	100.0	100.0	100.0	100.0	94.74	42.11	42.11
NC_019545.1	18	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049342.1	21	100.0	100.0	100.0	100.0	90.48	38.1	38.1
NC_028699.1	19	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004313.1	22	100.0	100.0	100.0	100.0	100.0	86.36	86.36
NC_029015.2	5	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028701.2	5	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031940.1	23	100.0	100.0	100.0	100.0	100.0	73.91	73.91
NC_031129.1	17	100.0	94.12	94.12	94.12	94.12	76.47	76.47
NC_013599.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004589.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004585.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004584.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004587.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_003157.5	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028700.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004588.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004586.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009819.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028697.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009018.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
JX409895.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
JX409894.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MN995824.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_013644.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_013643.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
GQ478085.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
GQ478083.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_013646.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
GQ478082.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028671.2	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_024365.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_048641.1	8	100.0	100.0	100.0	100.0	100.0	100.0	37.5
NC_031055.1	8	100.0	100.0	100.0	100.0	100.0	100.0	37.5
NC_048633.1	8	100.0	100.0	100.0	100.0	100.0	100.0	37.5
DQ289556.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
DQ222851.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_007458.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_007814.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_007734.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_004821.1	11	100.0	100.0	100.0	100.0	100.0	100.0	36.36
NC_019502.1	9	100.0	100.0	100.0	100.0	100.0	100.0	33.33
NC_000902.1	14	100.0	100.0	100.0	100.0	100.0	71.43	71.43
NC_028685.1	7	100.0	100.0	100.0	100.0	100.0	42.86	42.86
NC_028660.1	4	100.0	100.0	100.0	100.0	100.0	75.0	75.0
NC_049917.1	4	100.0	100.0	100.0	100.0	100.0	75.0	75.0
NC_025434.1	7	100.0	100.0	100.0	100.0	100.0	85.71	85.71
KF030445.1	11	100.0	90.91	90.91	90.91	90.91	54.55	54.55
NC_049391.1	6	100.0	100.0	100.0	100.0	100.0	66.67	66.67
NC_049343.1	13	100.0	100.0	100.0	100.0	100.0	46.15	46.15
NC_049341.1	8	100.0	100.0	100.0	100.0	75.0	50.0	50.0
NC_049344.1	8	100.0	100.0	100.0	100.0	75.0	50.0	50.0
NC_002166.1	10	100.0	100.0	100.0	100.0	100.0	50.0	50.0
NC_019705.1	16	100.0	100.0	100.0	100.0	100.0	50.0	50.0
NC_002730.1	9	100.0	100.0	100.0	100.0	100.0	55.56	55.56
NC_019708.1	12	100.0	100.0	100.0	100.0	100.0	41.67	41.67
NC_019501.1	13	100.0	100.0	100.0	100.0	100.0	61.54	61.54
NC_019715.1	12	100.0	100.0	100.0	100.0	100.0	58.33	58.33
NC_049926.1	16	100.0	100.0	100.0	100.0	100.0	50.0	50.0
NC_019710.1	14	100.0	100.0	100.0	100.0	100.0	57.14	57.14
NC_019769.1	13	100.0	100.0	100.0	100.0	100.0	53.85	53.85
NC_016160.1	12	100.0	100.0	100.0	100.0	100.0	41.67	41.67
NC_019709.1	8	100.0	100.0	100.0	100.0	100.0	62.5	62.5
NC_014900.1	13	100.0	100.0	100.0	100.0	100.0	61.54	61.54
NC_011802.1	15	100.0	100.0	100.0	100.0	100.0	53.33	53.33
NC_019719.1	8	100.0	100.0	100.0	100.0	100.0	50.0	50.0
NC_004348.1	13	100.0	100.0	100.0	100.0	100.0	53.85	53.85
NC_019767.1	14	100.0	100.0	100.0	100.0	100.0	57.14	57.14
NC_019720.1	14	100.0	100.0	100.0	100.0	100.0	57.14	57.14
NC_019714.1	14	100.0	100.0	100.0	100.0	100.0	50.0	50.0
NC_005841.1	14	100.0	100.0	100.0	100.0	100.0	50.0	50.0
NC_002371.2	12	100.0	100.0	100.0	100.0	100.0	58.33	58.33
BK000583.1	12	100.0	100.0	100.0	100.0	100.0	58.33	58.33
AF527608.1	12	100.0	100.0	100.0	100.0	100.0	58.33	58.33
NC_031019.1	12	100.0	100.0	100.0	100.0	100.0	58.33	58.33
NC_042346.1	12	100.0	100.0	100.0	100.0	100.0	58.33	58.33
CP000711.1	10	100.0	100.0	100.0	100.0	100.0	50.0	50.0
NC_019445.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_001884.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049810.1	4	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_049381.1	3	100.0	100.0	100.0	100.0	100.0	100.0	33.33
NC_049401.1	3	100.0	100.0	100.0	100.0	100.0	100.0	33.33
NC_049475.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_049377.1	3	100.0	100.0	100.0	100.0	100.0	100.0	33.33
NC_049363.1	3	100.0	100.0	100.0	100.0	100.0	100.0	33.33
NC_049402.1	3	100.0	100.0	100.0	100.0	100.0	100.0	33.33
NC_011216.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_005882.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009237.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004740.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048657.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028775.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_008617.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048713.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_023499.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048634.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048635.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048681.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_013195.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_005356.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048710.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_026016.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019921.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048658.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048711.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048636.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_025460.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007045.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_021773.2	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_012784.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_008689.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048644.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009761.3	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_002321.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004617.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009763.3	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_021326.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_002486.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054980.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028859.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_021323.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004616.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
AF424782.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055049.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054976.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054977.1	5	100.0	100.0	100.0	100.0	100.0	100.0	80.0
NC_021801.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
JX274647.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054974.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_017968.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007060.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054978.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007052.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007047.1	5	100.0	100.0	100.0	100.0	100.0	100.0	80.0
NC_014460.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054983.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054982.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055047.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055039.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055045.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007062.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_011614.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028917.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_008799.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028862.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007058.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_021332.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007053.1	5	100.0	100.0	100.0	100.0	100.0	100.0	80.0
NC_024391.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KP209285.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_008798.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055041.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_002661.2	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_029010.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007061.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028669.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054981.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055046.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007049.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007050.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_023500.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007057.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_003288.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028915.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_011344.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_022758.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055038.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055042.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007048.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054973.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055048.1	4	100.0	100.0	100.0	100.0	100.0	100.0	100.0
AB746912.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019513.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055043.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_055044.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_011612.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007054.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_020199.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055040.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004615.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
AF424781.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007059.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054979.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009526.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007065.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_010808.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_010147.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007064.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007063.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054975.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_021863.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_017978.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_021325.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_008265.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_027990.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_001331.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_011167.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_029024.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_047818.1	13	100.0	100.0	100.0	100.0	100.0	53.85	53.85
NC_049449.1	15	100.0	100.0	100.0	100.0	100.0	46.67	46.67
NC_049452.1	15	100.0	100.0	100.0	100.0	100.0	46.67	46.67
NC_047875.1	13	100.0	100.0	100.0	100.0	100.0	61.54	61.54
NC_031946.1	11	100.0	100.0	100.0	100.0	100.0	54.55	54.55
NC_025830.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_011551.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_000935.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_016165.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054954.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004084.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_052650.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_001317.1	6	100.0	100.0	100.0	100.0	83.33	50.0	50.0
NC_019934.1	5	100.0	100.0	100.0	100.0	100.0	100.0	20.0
NC_019927.1	3	100.0	100.0	100.0	100.0	100.0	100.0	33.33
JF314845.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_029022.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_030950.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_030949.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_004820.1	6	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_025424.1	6	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_028748.2	6	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_018277.1	6	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_029008.1	6	100.0	100.0	100.0	100.0	100.0	100.0	66.67
NC_023599.1	5	100.0	100.0	100.0	100.0	100.0	100.0	60.0
NC_018085.1	6	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_048762.1	3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
JX507079.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_003309.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_005284.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_009235.2	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_003216.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009810.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028929.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_024384.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028871.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009815.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
