virus_id	host_num	kingdom	phylum	class	order	family	genus	species
NC_019418.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049451.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_018843.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048631.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004167.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_000929.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_005056.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_013594.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055846.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_041848.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KC618326.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055844.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028943.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004745.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049385.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028896.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_022750.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049388.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049387.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049386.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049389.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055845.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049390.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049461.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_027382.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019501.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_005344.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
AF547987.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019705.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_002167.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019769.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_002166.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049926.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019719.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019709.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_050154.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_025830.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031016.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049448.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049449.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049452.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049453.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_016761.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KC911857.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KC911856.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
JQ691610.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054653.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048633.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048641.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031055.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_011167.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_029024.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_018285.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_018085.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_023599.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019502.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048762.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055862.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KF751795.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KF751796.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KF751797.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KF751794.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KF751793.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055021.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055025.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055020.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055022.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055024.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055023.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007047.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048192.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007051.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031940.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_030931.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031091.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007805.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_030929.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_016762.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_016765.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_002484.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
JX403939.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028667.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_006548.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_027986.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_027992.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_042139.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_018277.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_029008.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_025424.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028748.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_027299.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_020858.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_020856.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019704.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019717.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_001901.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CP000711.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049948.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009514.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049946.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_027398.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_002730.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019710.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019714.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_016160.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_005893.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007501.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004112.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048625.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048737.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_011104.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048680.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_022756.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_022757.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031036.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DQ289556.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007734.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DQ222851.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007458.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007814.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_005284.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
JX681814.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CP008753.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007145.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009234.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055911.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_015266.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_003309.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009235.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007497.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009236.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_047818.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049342.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
JF314845.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019934.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_029025.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_020490.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_047752.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055863.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_003793.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009987.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_001365.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_030919.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031019.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_047875.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031946.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_002371.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
BK000583.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
AF527608.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004775.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_030946.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_027396.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031941.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_024357.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031913.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031942.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031929.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031923.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KJ417497.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_024361.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031901.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_024370.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_012756.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031920.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_022791.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031910.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DQ113772.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031915.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031059.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028746.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028767.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054985.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054984.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004313.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028956.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028853.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028766.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028743.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_047750.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
JN255163.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_008201.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DQ426904.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DQ426905.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028898.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
