host	virus	score	rank	species_tag	genus_tag
GCF_000005845.2	NC_005856.1	0.0152405063291139	7	1	1
GCF_000005845.2	NC_010237.1	0.0151995360832873	11	1	1
GCF_000005845.2	NC_049922.1	0.0151986374200121	12	1	1
GCF_000005845.2	NC_028449.1	0.01502003806887	7	1	1
GCF_000005845.2	NC_049944.1	0.0149180066517638	17	1	1
GCF_000005845.2	NC_049924.1	0.0148805593220339	10	1	1
GCF_000005845.2	NC_049941.1	0.0144845838905462	15	1	1
GCF_000005845.2	NC_028656.1	0.0144766704571298	9	1	1
GCF_000005845.2	NC_042128.1	0.0144551829723674	7	1	1
GCF_000005845.2	NC_049943.1	0.0143382036053661	17	1	1
GCF_000005845.2	NC_049945.1	0.0141675486179536	17	1	1
GCF_000005845.2	NC_019704.1	0.0136833207887323	5	1	1
GCF_000005845.2	NC_011357.1	0.0132079340917502	17	1	1
GCF_000005845.2	NC_011356.1	0.0116623404255319	14	1	1
GCF_000005845.2	NC_004813.1	0.0113176233385119	14	1	1
GCF_000006865.1	NC_002667.1	1.01275530907874	1	1	1
GCF_000006865.1	NC_002668.1	0.8747715586348752	1	1	1
GCF_000006865.1	NC_002671.1	0.7527241583767047	1	1	1
GCF_000006865.1	NC_002666.1	0.6727224109404017	1	1	1
GCF_000006865.1	NC_002669.1	0.5571170689309353	1	1	1
GCF_000006865.1	NC_004746.1	0.3376295141545524	1	1	1
GCF_000006865.1	NC_056724.1	0.2334961037922156	1	1	1
GCF_000006865.1	NC_002796.1	0.2334961037922156	1	1	1
GCF_000006865.1	NC_002703.1	0.1754595707617284	1	1	1
GCF_000006865.1	NC_002747.1	0.1129865739241245	1	1	1
GCF_000006865.1	DQ394808.1	0.1056338391864858	2	1	1
GCF_000006865.1	NC_004066.1	0.0922838415131257	2	1	1
GCF_000006865.1	DQ394806.1	0.0868834063181707	1	1	1
GCF_000006865.1	DQ838728.1	0.085067387022878	1	1	1
GCF_000006865.1	NC_002670.1	0.0800551343900758	2	1	1
GCF_000006865.1	NC_031064.1	0.0775624153361692	3	1	1
GCF_000006865.1	NC_049809.1	0.0685735227930302	2	1	1
GCF_000006865.1	DQ394807.1	0.0677226240377591	2	1	1
GCF_000006865.1	DQ394809.1	0.0671099979940969	2	1	1
GCF_000006865.1	NC_005822.1	0.0595531368892204	2	0	1
GCF_000006865.1	NC_031040.1	0.0493721574389595	2	1	1
GCF_000006865.1	NC_004302.1	0.0465960971514242	2	1	1
GCF_000006865.1	NC_049481.1	0.0410262290299051	1	1	1
GCF_000006865.1	NC_031013.1	0.0400918182346784	2	1	1
GCF_000006865.1	NC_031017.1	0.0337037264340152	3	1	1
GCF_000006865.1	NC_049488.1	0.0203700221107908	1	1	1
GCF_000006865.1	NC_055050.1	0.01967540329259	2	0	1
GCF_000006865.1	NC_049398.1	0.0188821447721179	1	1	1
GCF_000006865.1	NC_049482.1	0.0185838477678894	1	1	1
GCF_000006865.1	NC_049351.1	0.0183850599504757	1	0	1
GCF_000006865.1	NC_049487.1	0.0182329530492898	1	1	1
GCF_000006865.1	NC_049354.1	0.0181985801968323	1	1	1
GCF_000006865.1	NC_013154.1	0.0179083266375545	1	0	1
GCF_000006865.1	NC_013153.1	0.0178970725831791	1	1	1
GCF_000006865.1	NC_049369.1	0.0178767173860538	1	1	1
GCF_000006865.1	NC_049474.1	0.0177811831470335	1	1	1
GCF_000006865.1	NC_049811.1	0.0175325369812802	5	1	1
GCF_000006865.1	NC_049420.1	0.017529549683662	3	0	1
GCF_000006865.1	NC_049421.1	0.0174639645409195	3	0	1
GCF_000006865.1	NC_049416.1	0.0174434263679764	3	0	1
GCF_000006865.1	NC_049409.1	0.0173887770912398	1	1	1
GCF_000006865.1	NC_021861.1	0.0173317437722419	5	1	1
GCF_000006865.1	NC_049812.1	0.0172535974235104	5	1	1
GCF_000006865.1	NC_049418.1	0.0172293462357009	3	0	1
GCF_000006865.1	NC_049424.1	0.017092204185539	1	1	1
GCF_000006865.1	NC_049422.1	0.0170777184482019	3	0	1
GCF_000006865.1	NC_049419.1	0.0167432832444659	3	0	1
GCF_000006865.1	NC_049400.1	0.0167185694924005	1	1	1
GCF_000006865.1	NC_049423.1	0.0166872008760346	3	0	1
GCF_000006865.1	NC_049358.1	0.016637754373438	1	1	1
GCF_000006865.1	NC_049412.1	0.0164441062587279	1	1	1
GCF_000006865.1	NC_001909.1	0.0164201864332052	1	1	1
GCF_000006865.1	NC_049403.1	0.0162309938823818	1	1	1
GCF_000006865.1	NC_049366.1	0.0161826936236391	1	1	1
GCF_000006865.1	NC_049365.1	0.0160692721231309	1	1	1
GCF_000006865.1	NC_049446.1	0.0160682486382768	1	1	1
GCF_000006865.1	NC_049434.1	0.0156689639293937	1	1	1
GCF_000006865.1	NC_031016.1	0.0130289896456683	5	0	1
GCF_000006865.1	NC_027341.1	0.0125483205648883	2	1	1
GCF_000006865.1	NC_023574.1	0.0123741434194763	1	0	1
GCF_000006925.2	NC_019716.1	0.1996179510222421	7	0	0
GCF_000006925.2	NC_009514.1	0.1842172263456753	7	0	0
GCF_000006925.2	NC_049946.1	0.1658730525951838	9	0	0
GCF_000006925.2	NC_049948.1	0.1632144595619039	8	0	0
GCF_000006925.2	NC_003356.1	0.1392335999999999	1	0	0
GCF_000006925.2	NC_049955.1	0.1162277947761194	11	0	0
GCF_000006925.2	NC_049953.1	0.1122046906234118	12	0	0
GCF_000006925.2	NC_049947.1	0.0946312348243153	11	0	0
GCF_000006925.2	NC_049954.1	0.09289049255441	13	0	0
GCF_000006925.2	NC_049951.1	0.0923901927613238	11	0	0
GCF_000006925.2	NC_042057.1	0.0903325334886429	12	0	0
GCF_000006925.2	NC_049952.1	0.0900142731169124	11	0	0
GCF_000006925.2	NC_019723.1	0.0823428328732214	12	0	0
GCF_000006925.2	NC_019711.1	0.0819980544747081	12	0	0
GCF_000006925.2	NC_028696.2	0.0804660220620252	3	0	0
GCF_000006925.2	NC_001416.1	0.079945651725702	11	0	0
GCF_000006925.2	NC_049949.1	0.0774302859590875	13	0	0
GCF_000006925.2	NC_005344.1	0.057812995927567	6	1	1
GCF_000006925.2	AF547987.1	0.057812995927567	6	1	1
GCF_000006925.2	NC_021857.1	0.0543358264014466	10	1	1
GCF_000006925.2	NC_049941.1	0.0452267050714947	11	0	0
GCF_000006925.2	NC_004813.1	0.0443631624374244	9	0	0
GCF_000006925.2	NC_000929.1	0.0418236195767628	3	0	0
GCF_000006925.2	NC_027382.1	0.0414285390082377	3	1	1
GCF_000006925.2	NC_013594.1	0.0413312850812407	4	0	0
GCF_000006925.2	NC_022749.1	0.0382817244328185	11	1	1
GCF_000006925.2	NC_027984.1	0.0378384437470742	8	0	0
GCF_000006925.2	NC_027398.1	0.036910272572402	8	1	1
GCF_000006925.2	NC_041935.1	0.0367684037068459	9	0	0
GCF_000006925.2	NC_011357.1	0.0361762144592659	9	0	0
GCF_000006925.2	NC_049943.1	0.034935774175517	9	0	0
GCF_000006925.2	NC_049942.1	0.0347720969264659	10	0	0
GCF_000006925.2	NC_049945.1	0.0346282217497277	9	0	0
GCF_000006925.2	NC_010237.1	0.0345460209795725	8	0	0
GCF_000006925.2	NC_049924.1	0.0336272406779661	8	0	0
GCF_000006925.2	NC_019706.1	0.033402502805049	6	0	0
GCF_000006925.2	NC_013059.1	0.0322155704697986	9	0	0
GCF_000006925.2	NC_049923.1	0.0311516434262948	9	0	0
GCF_000006925.2	NC_011976.1	0.0307107592523712	8	0	0
GCF_000006925.2	NC_006949.1	0.0283341236673774	5	0	0
GCF_000006925.2	NC_049919.1	0.0283031550906373	8	0	0
GCF_000006925.2	NC_002167.1	0.0282120348837209	11	0	0
GCF_000006925.2	NC_004914.3	0.0279293636972538	12	0	0
GCF_000006925.2	NC_049922.1	0.0279011651969055	9	0	0
GCF_000006925.2	NC_028449.1	0.027552266041624	5	0	0
GCF_000006925.2	NC_019768.1	0.027003681634031	11	0	0
GCF_000006925.2	NC_028656.1	0.0265758016829656	5	0	0
GCF_000006925.2	NC_026014.1	0.0206089395208577	7	0	0
GCF_000006925.2	NC_049944.1	0.0169016236846409	12	0	0
GCF_000006925.2	NC_011356.1	0.016831766248907	12	0	0
GCF_000006925.2	NC_005856.1	0.0162024894514767	6	0	0
GCF_000006925.2	NC_042128.1	0.0133213019087482	8	0	0
GCF_000006945.2	NC_010393.1	1.8976896845549736	2	1	1
GCF_000006945.2	NC_010392.1	1.802504765832835	1	1	1
GCF_000006945.2	NC_010463.1	1.1	1	1	1
GCF_000006945.2	NC_010391.1	0.9849121082320998	1	1	1
GCF_000006945.2	NC_047753.1	0.3915757009345795	1	1	1
GCF_000006945.2	NC_019488.1	0.3142160887534074	2	1	1
GCF_000006945.2	NC_019545.1	0.1699553671206841	9	1	1
GCF_000006945.2	NC_049342.1	0.0915836545087929	13	0	0
GCF_000006945.2	NC_028699.1	0.0842602164948453	10	1	1
GCF_000006945.2	NC_004313.1	0.0453330195023537	14	1	1
GCF_000006945.2	NC_029015.2	0.0417214449849294	2	1	1
GCF_000006945.2	NC_028701.2	0.0417214449849294	2	1	1
GCF_000006945.2	NC_031940.1	0.0218568325686591	15	1	1
GCF_000006945.2	NC_031129.1	0.0158221528348397	6	1	1
GCF_000007245.1	NC_013599.1	0.1435558357419425	1	1	1
GCF_000007425.1	NC_004589.1	1.2961963312840503	1	1	1
GCF_000007425.1	NC_004585.1	1.2868864433190494	1	1	1
GCF_000007425.1	NC_004584.1	1.053654711922707	1	1	1
GCF_000007425.1	NC_004587.1	0.7594841611637477	1	1	1
GCF_000007425.1	NC_003157.5	0.73632964459704	1	1	1
GCF_000007425.1	NC_028700.1	0.6477734548135665	1	1	1
GCF_000007425.1	NC_004588.1	0.6219154059571796	1	1	1
GCF_000007425.1	NC_004586.1	0.5979807664371424	1	1	1
GCF_000007425.1	NC_009819.1	0.5095928858629961	1	0	1
GCF_000007425.1	NC_028697.1	0.2623499999999999	1	1	1
GCF_000007425.1	NC_009018.1	0.1645747549833887	1	0	1
GCF_000007425.1	JX409895.1	0.1255015794366459	1	0	1
GCF_000007425.1	JX409894.1	0.0606065328852616	1	0	1
GCF_000007785.1	MN995824.1	0.5258758265221906	1	1	1
GCF_000007785.1	NC_013644.1	0.249246191885038	1	1	1
GCF_000007785.1	NC_013643.1	0.0488308712434518	2	1	1
GCF_000007785.1	GQ478085.1	0.0480936213544778	1	1	1
GCF_000007785.1	GQ478083.1	0.0457399266547868	2	1	1
GCF_000007785.1	NC_013646.1	0.0456891884222474	2	1	1
GCF_000007785.1	GQ478082.1	0.0454255225832927	2	1	1
GCF_000007785.1	NC_028671.2	0.0142929794637208	3	1	1
GCF_000007805.1	NC_024365.1	0.0751646365237815	2	0	1
GCF_000008445.1	NC_048641.1	0.4019666656641141	3	0	1
GCF_000008445.1	NC_031055.1	0.3969160256322391	3	0	1
GCF_000008445.1	NC_048633.1	0.3429877628870593	3	0	1
GCF_000008445.1	DQ289556.1	0.043940228507211	3	1	1
GCF_000008445.1	DQ222851.1	0.042477881196231	3	1	1
GCF_000008445.1	NC_007458.1	0.0417503991624835	3	0	1
GCF_000008445.1	NC_007814.1	0.0351065981987675	3	1	1
GCF_000008445.1	NC_007734.1	0.0342088237453201	3	1	1
GCF_000008445.1	NC_004821.1	0.0336556768558952	5	0	1
GCF_000008445.1	NC_019502.1	0.0158052690254724	7	0	1
GCF_000008865.2	NC_004914.3	2.2382987771505123	1	1	1
GCF_000008865.2	NC_000924.1	2.0703795595913728	1	1	1
GCF_000008865.2	NC_049942.1	2.0485170670303154	1	1	1
GCF_000008865.2	NC_004913.3	2.0247799625831027	1	1	1
GCF_000008865.2	NC_010237.1	2.012643286063569	1	1	1
GCF_000008865.2	NC_000902.1	1.8876471915920057	1	1	1
GCF_000008865.2	NC_011356.1	1.8579384246575343	1	1	1
GCF_000008865.2	NC_049943.1	1.8542921006847404	1	1	1
GCF_000008865.2	NC_049923.1	1.8454242753984065	1	1	1
GCF_000008865.2	NC_049924.1	1.8383589485362095	1	1	1
GCF_000008865.2	NC_049922.1	1.804360686383751	1	1	1
GCF_000008865.2	NC_028656.1	1.8000776020013642	1	1	1
GCF_000008865.2	NC_027984.1	1.7933262236246683	1	1	1
GCF_000008865.2	NC_049945.1	1.7872508226589914	1	1	1
GCF_000008865.2	NC_011357.1	1.7571276264340998	2	1	1
GCF_000008865.2	NC_049944.1	1.6677831910292062	2	1	1
GCF_000008865.2	NC_028449.1	1.556524730607686	1	1	1
GCF_000008865.2	NC_049941.1	1.491716642320749	2	1	1
GCF_000008865.2	NC_049954.1	1.4785715540282551	1	1	1
GCF_000008865.2	AP004402.1	1.4399642438274105	1	1	1
GCF_000008865.2	KJ909655.1	1.406158337994995	1	1	1
GCF_000008865.2	NC_049925.1	1.3699853413445922	1	1	1
GCF_000008865.2	NC_049953.1	1.353388607487718	2	1	1
GCF_000008865.2	NC_049949.1	1.256975888186784	1	1	1
GCF_000008865.2	NC_004813.1	1.2269644191265323	2	1	1
GCF_000008865.2	NC_042057.1	1.209736540477577	1	1	1
GCF_000008865.2	NC_049951.1	1.1930493306964665	1	1	1
GCF_000008865.2	NC_041935.1	1.073410768126346	1	1	1
GCF_000008865.2	NC_019723.1	1.0525599456360162	1	1	1
GCF_000008865.2	NC_001416.1	1.032244598573255	1	1	1
GCF_000008865.2	NC_019716.1	0.9661147157942034	1	1	1
GCF_000008865.2	NC_049920.1	0.9620121786503572	1	1	1
GCF_000008865.2	NC_049955.1	0.9560204565408252	2	1	1
GCF_000008865.2	NC_049921.1	0.92841706002836	1	1	1
GCF_000008865.2	NC_049952.1	0.8627981764862703	1	1	1
GCF_000008865.2	NC_019711.1	0.860982626459144	1	1	1
GCF_000008865.2	NC_049918.1	0.8501177684617865	1	1	1
GCF_000008865.2	NC_049919.1	0.8364563447794167	1	1	1
GCF_000008865.2	NC_028685.1	0.8205689774227936	1	0	0
GCF_000008865.2	NC_029120.1	0.8065254899383982	1	0	0
GCF_000008865.2	NC_049947.1	0.7639449902575851	2	1	1
GCF_000008865.2	NC_028660.1	0.6992761320553781	1	1	1
GCF_000008865.2	NC_049917.1	0.6789811294440544	1	1	1
GCF_000008865.2	NC_009514.1	0.6611329958954508	2	1	1
GCF_000008865.2	NC_019442.1	0.5766065803083126	1	1	1
GCF_000008865.2	NC_049946.1	0.5122459526521315	3	1	1
GCF_000008865.2	NC_025434.1	0.4869651981690298	1	0	0
GCF_000008865.2	NC_008464.1	0.4793026966366746	1	1	1
GCF_000008865.2	KF030445.1	0.4038814397059756	3	1	1
GCF_000008865.2	NC_049948.1	0.3961390416151299	3	1	1
GCF_000008865.2	NC_049391.1	0.207218037735849	5	1	1
GCF_000008865.2	NC_049343.1	0.1935253560727581	5	1	1
GCF_000008865.2	NC_026014.1	0.1850174233539956	5	1	1
GCF_000008865.2	NC_049341.1	0.1610704981727255	5	1	1
GCF_000008865.2	NC_049344.1	0.15432050448341	5	1	1
GCF_000008865.2	NC_027339.1	0.141148089296413	7	0	0
GCF_000008865.2	NC_002166.1	0.0947466413094157	2	1	1
GCF_000008865.2	NC_019705.1	0.0876830052374932	2	1	1
GCF_000008865.2	NC_002730.1	0.0835083719351385	4	1	1
GCF_000008865.2	NC_019708.1	0.0810461830030589	4	1	1
GCF_000008865.2	NC_019501.1	0.077394251626898	3	1	1
GCF_000008865.2	NC_005344.1	0.0739292574853366	3	0	0
GCF_000008865.2	AF547987.1	0.0739292574853366	3	0	0
GCF_000008865.2	NC_019715.1	0.072487240386073	3	1	1
GCF_000008865.2	NC_019768.1	0.0691060094530722	2	1	1
GCF_000008865.2	NC_049926.1	0.0622697991054881	3	1	1
GCF_000008865.2	NC_019710.1	0.0613087889953328	4	1	1
GCF_000008865.2	NC_019769.1	0.0598544168976491	4	1	1
GCF_000008865.2	NC_016160.1	0.058786694307302	5	1	1
GCF_000008865.2	NC_019709.1	0.0513274852647532	3	1	1
GCF_000008865.2	NC_014900.1	0.051151295564339	4	0	0
GCF_000008865.2	NC_011802.1	0.0497829331680217	4	0	0
GCF_000008865.2	NC_002167.1	0.0485525898520084	4	1	1
GCF_000008865.2	NC_019719.1	0.0475722584762088	6	1	1
GCF_000008865.2	NC_004348.1	0.0474547555249637	6	0	0
GCF_000008865.2	NC_019767.1	0.0430142547627941	5	1	1
GCF_000008865.2	NC_003356.1	0.0403837219025249	3	1	1
GCF_000008865.2	NC_019720.1	0.0403637642792384	6	1	1
GCF_000008865.2	NC_027398.1	0.0289913953848536	11	0	0
GCF_000008865.2	NC_019714.1	0.0253984379644339	8	1	1
GCF_000008865.2	NC_030919.1	0.022223770569098	7	0	0
GCF_000008865.2	NC_019706.1	0.0214229394576905	9	1	1
GCF_000008865.2	NC_005841.1	0.0176562151192288	11	0	0
GCF_000008865.2	NC_002371.2	0.0157395621225194	11	0	0
GCF_000008865.2	BK000583.1	0.0157395621225194	11	0	0
GCF_000008865.2	AF527608.1	0.0157395621225194	11	0	0
GCF_000008865.2	NC_031019.1	0.0157075627257289	11	0	0
GCF_000008865.2	NC_042346.1	0.0144679165946946	10	0	0
GCF_000008865.2	CP000711.1	0.013953491929266	7	1	1
GCF_000008865.2	NC_013059.1	0.0137177449664429	10	0	0
GCF_000008865.2	NC_011976.1	0.0130423110005579	10	0	0
GCF_000008865.2	NC_019445.1	0.0129930868167202	2	1	1
GCF_000008865.2	NC_019704.1	0.0127910751549295	9	1	1
GCF_000008865.2	NC_006949.1	0.0124076130063965	8	0	0
GCF_000009045.1	NC_001884.1	0.4934397690751101	1	1	1
GCF_000009425.1	NC_002667.1	0.181082953100349	3	0	1
GCF_000009425.1	NC_004746.1	0.151290836156957	3	0	1
GCF_000009425.1	NC_056724.1	0.1422485063620228	3	0	1
GCF_000009425.1	NC_002796.1	0.1422485063620228	3	0	1
GCF_000009425.1	NC_031016.1	0.116061629379485	2	0	1
GCF_000009425.1	NC_049811.1	0.0847295539337609	2	0	1
GCF_000009425.1	NC_004066.1	0.0813539947823251	3	0	1
GCF_000009425.1	DQ394806.1	0.0806243920174517	2	0	1
GCF_000009425.1	NC_049810.1	0.0785947796389656	2	0	1
GCF_000009425.1	NC_049812.1	0.0779142608695652	2	0	1
GCF_000009425.1	NC_021861.1	0.0725059333549013	2	0	1
GCF_000009425.1	DQ394808.1	0.068547472771727	3	0	1
GCF_000009425.1	NC_002669.1	0.0677979059971919	3	0	1
GCF_000009425.1	DQ394807.1	0.0578395841995842	3	0	1
GCF_000009425.1	NC_002747.1	0.0558280765656941	2	0	1
GCF_000009425.1	NC_002703.1	0.0553478759746525	3	0	1
GCF_000009425.1	NC_049809.1	0.0532464219121712	4	0	1
GCF_000009425.1	NC_031017.1	0.0504638908945046	1	0	1
GCF_000009425.1	NC_002671.1	0.0480670637064365	5	0	1
GCF_000009425.1	NC_031040.1	0.047158278050458	3	0	1
GCF_000009425.1	NC_005822.1	0.0466641178664677	3	1	1
GCF_000009425.1	NC_002666.1	0.0434753840958973	4	0	1
GCF_000009425.1	DQ394809.1	0.0338988274063673	4	0	1
GCF_000009425.1	NC_002668.1	0.0322428550163739	4	0	1
GCF_000009425.1	NC_031064.1	0.0303427907297939	5	0	1
GCF_000009425.1	NC_031013.1	0.0294793592278171	4	0	1
GCF_000009425.1	NC_004302.1	0.0290744095952023	4	1	1
GCF_000009425.1	NC_049381.1	0.0249079862515163	2	0	1
GCF_000009425.1	NC_049401.1	0.0238903445684843	2	0	1
GCF_000009425.1	NC_049475.1	0.0237083004648542	2	0	1
GCF_000009425.1	DQ838728.1	0.0233017424805878	4	0	1
GCF_000009425.1	NC_049420.1	0.0228870115370301	2	1	1
GCF_000009425.1	NC_049421.1	0.0228013819603613	2	1	1
GCF_000009425.1	NC_049416.1	0.0225476863753213	2	1	1
GCF_000009425.1	NC_049377.1	0.0225116953792735	2	0	1
GCF_000009425.1	NC_049418.1	0.0224218641926044	2	1	1
GCF_000009425.1	NC_049422.1	0.0222970895546985	2	1	1
GCF_000009425.1	NC_049419.1	0.0218248780093714	2	1	1
GCF_000009425.1	NC_049423.1	0.0217872202003285	2	1	1
GCF_000009425.1	NC_049363.1	0.02159316581153	2	0	1
GCF_000009425.1	NC_049402.1	0.0210125485242467	2	0	1
GCF_000009485.1	NC_011216.1	0.8658839091271421	1	1	1
GCF_000009485.1	NC_005882.1	0.5642973767279852	1	1	1
GCF_000009485.1	NC_009237.1	0.4774498445761896	1	0	1
GCF_000009645.1	NC_004740.1	0.7368721927317273	2	1	1
GCF_000009645.1	NC_048657.1	0.6827974630021143	2	1	1
GCF_000009645.1	NC_028775.1	0.6600928275093971	2	1	1
GCF_000009645.1	NC_008617.1	0.6593132518553824	2	1	1
GCF_000009645.1	NC_048713.1	0.6147744766584767	2	1	1
GCF_000009645.1	NC_023499.1	0.5943015074814711	2	1	1
GCF_000009645.1	NC_048634.1	0.5395552078169685	2	1	1
GCF_000009645.1	NC_048635.1	0.5260304771558545	2	1	1
GCF_000009645.1	NC_048681.1	0.4595152421194525	2	1	1
GCF_000009645.1	NC_013195.1	0.4564925296239052	2	1	1
GCF_000009645.1	NC_005356.1	0.4469267442696844	2	1	1
GCF_000009645.1	NC_048710.1	0.4307220025744759	1	1	1
GCF_000009645.1	NC_026016.1	0.41105886440523	2	1	1
GCF_000009645.1	NC_019921.1	0.3401938343421021	2	1	1
GCF_000009645.1	NC_048658.1	0.2887900967463289	2	1	1
GCF_000009645.1	NC_048711.1	0.2731580770655799	1	1	1
GCF_000009645.1	NC_048636.1	0.2695730807435788	2	1	1
GCF_000009645.1	NC_025460.1	0.2675677676056338	2	1	1
GCF_000009645.1	NC_007045.1	0.2639758815612382	1	1	1
GCF_000009645.1	NC_021773.2	0.2193446776197708	2	1	1
GCF_000009645.1	NC_012784.1	0.1848089930774071	3	1	1
GCF_000009645.1	NC_008689.1	0.1708504126446262	3	1	1
GCF_000009645.1	NC_048644.1	0.1569606757433632	3	1	1
GCF_000009645.1	NC_009761.3	0.1555351598314074	3	1	1
GCF_000009645.1	NC_002321.1	0.1502611531122436	3	1	1
GCF_000009645.1	NC_004617.1	0.1371640555217452	3	1	1
GCF_000009645.1	NC_009763.3	0.1206735845763619	3	1	1
GCF_000009645.1	NC_021326.1	0.1197677167233986	3	1	1
GCF_000009645.1	NC_002486.1	0.1028007551056183	3	1	1
GCF_000009645.1	NC_054980.1	0.1005331739939788	3	1	1
GCF_000009645.1	NC_028859.1	0.069154404048413	3	1	1
GCF_000009645.1	NC_021323.1	0.0676174352672693	4	1	1
GCF_000009645.1	NC_004616.1	0.0647728530131198	4	1	1
GCF_000009645.1	AF424782.1	0.0647728530131198	4	1	1
GCF_000009645.1	NC_055049.1	0.0624730702965739	4	1	1
GCF_000009645.1	NC_054976.1	0.0558736219172914	3	1	1
GCF_000009645.1	NC_054977.1	0.0507652049416926	3	1	1
GCF_000009645.1	NC_021801.1	0.0480046850962659	4	1	1
GCF_000009645.1	JX274647.1	0.0480046850962659	4	1	1
GCF_000009645.1	NC_054974.1	0.0450691019929659	4	1	1
GCF_000009645.1	NC_017968.1	0.0407967533001416	4	1	1
GCF_000009645.1	NC_007060.1	0.0366872034747744	3	1	1
GCF_000009645.1	NC_054978.1	0.0331774184613915	4	1	1
GCF_000009645.1	NC_007052.1	0.0318512854059004	4	1	1
GCF_000009645.1	NC_007047.1	0.0315588944977284	5	1	1
GCF_000009645.1	NC_014460.1	0.0304316412260052	3	1	1
GCF_000009645.1	NC_054983.1	0.0261949700891222	4	1	1
GCF_000009645.1	NC_054982.1	0.0246315957883221	4	1	1
GCF_000009645.1	NC_055047.1	0.0196551114023591	4	1	1
GCF_000009645.1	NC_055039.1	0.018923533519553	4	1	1
GCF_000009645.1	NC_055045.1	0.0187258440276406	4	1	1
GCF_000009645.1	NC_007062.1	0.016522039817702	4	1	1
GCF_000009645.1	NC_011614.1	0.0161685707567135	4	1	1
GCF_000009645.1	NC_028917.1	0.0157969349645846	4	1	1
GCF_000009645.1	NC_008799.1	0.0156093461485143	4	1	1
GCF_000009645.1	NC_028862.1	0.0156032264483741	4	1	1
GCF_000009645.1	NC_007058.1	0.0156000556134862	4	1	1
GCF_000009645.1	NC_021332.1	0.0154408885775029	4	1	1
GCF_000009645.1	NC_007053.1	0.0153713525931082	5	1	1
GCF_000009645.1	NC_024391.1	0.0153692668272096	4	1	1
GCF_000009645.1	KP209285.1	0.0152884602997646	4	1	1
GCF_000009645.1	NC_008798.1	0.0151788863977811	4	1	1
GCF_000009645.1	NC_055041.1	0.0149327866574009	4	1	1
GCF_000009645.1	NC_002661.2	0.0147272879698197	4	1	1
GCF_000009645.1	NC_029010.1	0.0146874876823019	4	1	1
GCF_000009645.1	NC_007061.1	0.0146347852904069	4	1	1
GCF_000009645.1	NC_028669.1	0.0145519575932297	4	1	1
GCF_000009645.1	NC_054981.1	0.0144072553171899	4	1	1
GCF_000009645.1	NC_055046.1	0.0141853691185328	4	1	1
GCF_000009645.1	NC_007049.1	0.0140628193149966	4	1	1
GCF_000009645.1	NC_007050.1	0.0139357925163155	4	1	1
GCF_000009645.1	NC_023500.1	0.0138707558716888	4	1	1
GCF_000009645.1	NC_007057.1	0.0134803717642739	4	1	1
GCF_000009645.1	NC_003288.1	0.0132006536524221	4	1	1
GCF_000009645.1	NC_028915.1	0.0131562727861571	4	1	1
GCF_000009645.1	NC_011344.1	0.0131045080478222	4	1	1
GCF_000009645.1	NC_022758.1	0.0128161047257023	4	1	1
